voucher_id,voucher_type,entry_date,posting_date,amount,leading_digit,vendor_name,created_by,approved_by,invoice_no,tax,total,reference,supporting_doc,risk_flags,risk_score,is_fraud
2746,Receipt,2026-02-23 14:26:35.139894,2026-02-23 14:26:35.139894,13451,1,Shree Solutions Pvt Ltd,32,88,dadc6dea-8440-4563-b28e-1551eba7b9b5,2421.18,15872.18,24846e14-e6f7-48be-8f57-3f97e1f2f0ee,Invoice,Normal,0.0,0
2747,Receipt,2026-01-28 22:59:36.117583,2026-01-28 22:59:36.117583,14171,1,Green Tech Ltd,85,97,2f4767ee-81ba-4147-b0b2-9df5da293209,2550.78,16721.78,51a7be83-77de-495f-8650-7032461f3b2b,Invoice,Normal,0.0,0
2748,Journal,2026-02-19 16:52:42.521195,2026-02-19 16:52:42.521195,223362,2,Om Sai Enterprises Ltd,54,37,81cd2452-2cb2-4fcc-a499-72046542fabb,40205.16,263567.16000000003,7f70fb4d-b61c-4647-95e2-fc01fddf7241,Contract,"Rounded Amount,High Value",1.86,1
2749,Payment,2026-03-10 08:54:44.151279,2026-03-10 08:54:44.151279,12000,1,Green Logistics LTD,33,4,73f98413-7081-4440-9511-075861e90e02,2160.0,14160.0,c008b714-d83f-454d-b4bf-080f0f9edcc9,None,"Rounded Amount,Missing Doc,Name Variation",3.82,1
2750,Receipt,2026-03-14 02:03:57.511390,2026-03-14 17:03:57.511390,20764,2,Om Sai Logistics Ltd,37,62,8faf79ec-b724-464d-ab7a-22487cac3846,3737.52,24501.52,b09c12bb-8863-42b3-9094-ad4a95191ad2,None,"Odd Timing,Missing Doc",1.86,1
2751,Journal,2026-01-22 20:44:17.802063,2026-01-22 20:44:17.802063,2787,2,Om Sai Logistics Pvt LTD,15,3,90209251-0582-425c-b441-028367a8b530,501.66,3288.66,f6b234b0-ac75-4c8b-b5af-da7d8c623f2f,None,Missing Doc,1.2,0
2752,Journal,2026-04-12 18:16:03.240927,2026-04-12 18:16:03.240927,14000,1,Green Enterprises Ltd,79,53,b25f06ef,2520.0,16520.0,b3122a5c-6fd9-4310-a16b-3688c60d89b1,None,"Missing Doc,Duplicate Pattern",2.27,1
2753,Receipt,2026-03-20 09:54:06.427931,2026-03-20 09:54:06.427931,30335,3,Global Solutions LLP,58,49,975761b1-3a9a-46e2-bdb8-d84177376b62,5460.3,35795.3,4cf3b1c7-2edc-4fab-9cb5-de66529df4b4,None,Missing Doc,1.42,0
2754,Journal,2026-03-30 07:35:12.802573,2026-03-30 07:35:12.802573,16458,1,BlueStar Tech Pvt Ltd,66,7,1149d09f-9429-46b3-97aa-6731ea469c84,2962.44,19420.44,edbac866-e742-43cc-b59b-41354dbb17d6,None,Missing Doc,0.92,0
2755,Journal,2026-01-14 00:03:08.891853,2026-01-14 18:03:08.891853,47681,4,Om Sai Enterprises Ltd,49,51,19360ba5-2b4b-4c49-bada-589523b3823f,8582.58,56263.58,959592de-56a6-4dc9-ba6c-fe47f541a112,Contract,Odd Timing,0.81,0
2756,Payment,2026-03-02 03:51:37.484414,2026-03-02 03:51:37.484414,11244,1,Apex Solutions Pvt Ltd,56,23,23eaf546-70e8-46ab-8ef0-9ce1846d398e,2023.92,13267.92,96d0a60f-ba8e-40e7-8a25-290bd20292b3,Contract,Odd Timing,0.82,0
2757,Journal,2026-01-26 13:41:48.780316,2026-01-26 13:41:48.780316,35973,3,BlueStar Traders LTD,59,21,71ea6ed8-a616-43ae-a8d3-893c8f83c6bb,6475.14,42448.14,526431e6-6078-48b2-b9c3-05c048dbc099,Contract,Normal,0.0,0
2758,Payment,2026-01-26 11:14:24.692253,2026-01-26 11:14:24.692253,38995,3,Om Sai Logistics Ltd,6,46,2acc2a55-842d-497d-b1c6-b5d7ed12fd0d,7019.1,46014.1,e0f1931b-a968-48ce-bec4-2561ea867fd0,Invoice,Normal,0.0,0
2759,Receipt,2026-02-28 03:29:40.112759,2026-02-28 03:29:40.112759,19410,1,Shree Enterprises LLP,90,60,5e47417c-e60b-4e68-9d5e-c85b86c94509,3493.8,22903.8,92d37a83-75d9-48ec-bf70-e32254753696,None,Missing Doc,1.49,0
2760,Journal,2026-01-16 07:01:23.932413,2026-01-16 07:01:23.932413,165792,1,Green Tech LLP,66,87,ed7808b7-3f6d-4689-857b-c6313092fcc4,29842.56,195634.56,2c165969-a7b1-44b3-8fe6-da9c1694390f,None,"High Value,Missing Doc,Name Variation",3.58,1
2761,Receipt,2026-03-03 00:17:31.034789,2026-03-03 19:17:31.034789,49000,4,BlueStar Traders Ltd,63,23,50d4b633-22b5-4bf7-97bc-ed52dd479b29,8820.0,57820.0,0fc836dd-2607-46a7-99bb-ff2138ed58e1,None,"Rounded Amount,Odd Timing,Missing Doc",2.95,1
2762,Journal,2026-04-17 01:54:15.163192,2026-04-17 00:54:15.163192,49492,4,Om Sai Logistics Pvt Ltd,70,4,2b788cec-ab78-43e6-8360-182966a754e8,9191.552956812366,58683.55295681237,5f5ea2e9-e5d5-4c78-97f9-d2312235fec8,Contract,"Odd Timing,Tax Mismatch",2.57,1
2763,Receipt,2026-02-27 16:32:27.909482,2026-02-27 16:32:27.909482,41000,4,BlueStar Traders LTD,98,22,95013fd5-f311-4680-930b-a9ef6a0e71b1,7380.0,48380.0,0bab0936-1150-46f0-bba2-9c7e52096968,None,"Rounded Amount,Missing Doc",1.81,1
2764,Receipt,2026-04-06 00:04:32.925877,2026-04-06 22:04:32.925877,18190,1,Om Sai Tech Pvt Ltd,86,30,f4d6a819-faa9-4511-af33-ba75226239b9,3274.2,21464.2,d2611024-3660-4602-b6b0-196211a90a7c,None,"Odd Timing,Missing Doc",1.92,1
2765,Payment,2026-02-15 04:23:28.447211,2026-02-15 04:23:28.447211,46564,4,Shree Logistics Ltd,79,17,42cda90a-4abb-4449-b3f3-647518da5d57,8381.52,54945.520000000004,00a6bbef-4047-4871-8604-10d1d79ddf7f,Invoice,Normal,0.0,0
2766,Journal,2026-01-27 22:16:02.645710,2026-01-27 22:16:02.645710,21082,2,Global Tech LLP,1,65,1cec613d-b835-448a-8a3b-37bbecd39604,3794.76,24876.760000000002,96833cc7-fc48-4000-a6c9-786b321fc4f8,Invoice,Normal,0.0,0
2767,Payment,2026-04-09 22:03:28.897378,2026-04-09 22:03:28.897378,42217,4,Global Enterprises Ltd,73,58,3bc4027d-913c-484c-84bb-d405e24f5910,7599.06,49816.06,6dbdf359-80ca-47d9-b45a-46f7e6c43d5b,Invoice,Normal,0.0,0
2768,Payment,2026-02-24 17:54:49.944143,2026-02-24 17:54:49.944143,1431,1,Om Sai Logistics Pvt LTD,38,82,bd3e81c0-c54d-4707-81b1-556bb0e158cf,257.58,1688.58,949be5f3-b944-4395-a312-0551c86000d0,Contract,Normal,0.0,0
2769,Journal,2026-01-13 17:52:54.166095,2026-01-13 17:52:54.166095,24000,2,Global Tech Pvt LTD,45,89,b3adcff0-cc44-45a4-b232-f04f2a0fa120,4320.0,28320.0,49a11ef0-6c63-437a-b1ce-d90ff907dd80,None,"Rounded Amount,Missing Doc,Name Variation",4.38,1
2770,Receipt,2026-03-04 07:51:34.502770,2026-03-04 07:51:34.502770,17987,1,Apex Solutions LLP,19,46,296fb402-1c3e-4686-bcfc-20a3bcd02a08,3237.66,21224.66,87b17476-afa5-43a0-8646-145f803a7673,Contract,Normal,0.0,0
2771,Receipt,2026-04-16 10:05:42.083553,2026-04-16 10:05:42.083553,47459,4,Global Solutions LLP,36,27,81e6fa75-a1a9-4eb4-a36f-0a4e9e845323,8542.62,56001.62,73ff540f-b647-48c2-a199-e95f2af2ff70,Contract,Normal,0.0,0
2772,Payment,2026-03-05 09:32:12.631913,2026-03-05 09:32:12.631913,46861,4,Green Logistics Ltd,75,43,4fc34b8f-9669-446d-acf0-fc6d1eead54a,8434.98,55295.979999999996,7ca2caa9-145a-44bd-ac21-caa39f94629f,None,Missing Doc,1.06,0
2773,Receipt,2026-02-14 11:17:56.676660,2026-02-14 11:17:56.676660,28301,2,Om Sai Enterprises Ltd,5,14,51f7ff53-dddf-4f7a-bc92-b07e4b1f4301,5094.18,33395.18,66f7d883-9e81-4154-9f50-6d41ebca1c10,None,Missing Doc,1.1,0
2774,Receipt,2026-02-20 16:41:44.433923,2026-02-20 16:41:44.433923,23439,2,Green Tech LLP,55,82,e4b909c9-b4e7-42f9-b0f2-60c143efa683,4219.02,27658.02,11ee6134-94a6-44d9-89b8-9735f73d1eae,None,Missing Doc,1.44,0
2775,Journal,2026-01-26 02:11:58.377766,2026-01-26 02:11:58.377766,2734,2,Green Traders Pvt Ltd,98,4,46706389-9752-411d-b027-a35bde59abe8,305.82925727121506,3039.8292572712153,78b950b3-6815-4950-bc74-2f1208bf1aab,Invoice,Tax Mismatch,0.86,0
2776,Receipt,2026-04-07 17:32:53.174367,2026-04-07 17:32:53.174367,25733,2,Apex Tech Ltd,74,69,4286914a-64b7-48d8-b2dc-5a98b48b449c,4631.94,30364.94,212b3404-e40f-4b13-bc5b-c12e6a824ab0,Contract,Normal,0.0,0
2777,Journal,2026-01-12 02:53:42.455353,2026-01-12 02:53:42.455353,19535,1,Apex Logistics LLP,97,50,e567fa1a-a437-4e78-bb39-e5b35a78f735,3516.3,23051.3,68559df1-ef5e-4b13-a1f3-8b6d3e614ce5,Contract,Normal,0.0,0
2778,Journal,2026-01-24 07:07:54.270428,2026-01-24 07:07:54.270428,6100,6,Apex Solutions LLP,54,8,65d46476,1098.0,7198.0,7f91a53d-65f1-4687-a0ac-cda478e38b73,Contract,Duplicate Pattern,0.82,0
2779,Payment,2026-01-19 22:05:18.288932,2026-01-19 22:05:18.288932,231,2,Om Sai Traders Pvt Ltd,46,72,53043448-f48f-4c33-b1a1-d89e07d58500,41.58,272.58,9af8cfa6-06a1-454a-9e8d-c5a6f95b161b,None,Missing Doc,1.17,0
2780,Receipt,2026-01-08 17:49:06.708696,2026-01-08 17:49:06.708696,39946,3,Green Enterprises Pvt Ltd,54,4,f9eb2e75-ee00-4e4b-b04a-0ade1c3c3d87,7190.28,47136.28,cfb5a492-ce75-4bc6-8ac7-23b1448ddd13,Invoice,Normal,0.0,0
2781,Journal,2026-04-01 07:53:47.851331,2026-04-01 07:53:47.851331,4933,4,Apex Tech Ltd,60,86,fd8ca361-59a9-474d-8cbd-9bb66b27cfeb,887.94,5820.9400000000005,18195b6a-6d71-4bc8-bfbc-c8ae0a3d8936,None,Missing Doc,1.12,0
2782,Receipt,2026-01-19 05:42:29.441869,2026-01-19 05:42:29.441869,21877,2,Om Sai Logistics Pvt Ltd,12,48,2997a229-f0be-4d7b-abf2-6575fc896ac2,3937.86,25814.86,03abaf3a-df21-46e7-b19b-8571b92e0293,None,Missing Doc,1.14,0
2783,Payment,2026-03-29 13:22:15.830450,2026-03-29 13:22:15.830450,19392,1,Om Sai Logistics Ltd,14,15,95ac5426-3efa-484c-bcfc-b1cf34bb30db,3490.56,22882.56,18203a3a-9702-42fa-b165-0607a68fb367,Contract,Normal,0.0,0
2784,Payment,2026-02-08 02:04:45.505484,2026-02-08 02:04:45.505484,44461,4,Global Logistics LLP,67,83,d1db0cfc-d301-44b5-9e76-7629286b5fea,8002.98,52463.979999999996,4c2720ef-7ff5-4c89-b169-67d00ecc0d22,None,Missing Doc,1.14,0
2785,Receipt,2026-02-11 23:03:21.035551,2026-02-14 23:03:21.035551,16265,1,Global Tech LLP,1,95,3186af5a-31ee-4745-b355-95f51c6fcc37,2927.7,19192.7,382f63b1-02f4-46e4-b19d-32a0a30a2700,Contract,Backdated,1.46,0
2786,Payment,2026-03-19 22:41:06.687621,2026-03-19 22:41:06.687621,24056,2,Apex Enterprises Ltd,67,25,27a71dfb-4e3a-4387-91aa-72ac76a328f0,4330.08,28386.08,bb2b9f49-620d-488d-b440-08bd3cc89cc6,None,Missing Doc,1.31,0
2787,Journal,2026-03-24 20:50:32.044679,2026-03-24 20:50:32.044679,44737,4,Green Tech LLP,55,24,ed28237f-be71-45c2-ad80-904c15b934c6,8052.66,52789.66,8295e392-eb60-49eb-9f14-098ff77ccb40,Invoice,Normal,0.0,0
2788,Payment,2026-04-12 10:24:00.408172,2026-04-12 10:24:00.408172,5184,5,Om Sai Logistics LTD,82,2,e5f27e5b-1990-4e2c-b18b-02f4360c55f0,933.12,6117.12,60d377d2-7b78-4c3b-b428-229f2123e6a4,Invoice,Name Variation,0.92,0
2789,Receipt,2026-03-23 10:04:16.358667,2026-03-23 10:04:16.358667,10000,1,Shree Logistics Ltd,35,63,abc184e9-26ec-4b7c-ba9c-7e1ccb37eb7f,1800.0,11800.0,88909d12-b5fa-4ee0-952a-d25da7cbb06f,Contract,Rounded Amount,0.81,0
2790,Journal,2026-03-26 02:21:17.005974,2026-03-28 02:21:17.005974,22000,2,BlueStar Tech Pvt Ltd,36,54,9fa42bc3-bc3a-4825-96bc-bbf8030938da,3960.0,25960.0,e7ed6ed8-3b40-4e34-8bc1-a1104b07253a,None,"Rounded Amount,Backdated,Missing Doc",3.03,1
2791,Journal,2026-02-02 02:08:16.417075,2026-02-02 02:08:16.417075,2622,2,Green Logistics Ltd,36,98,cf5b7dc1-c2b0-4c3a-b431-e364006365d7,471.96,3093.96,3ea2e04a-0f47-4234-96d8-5a19c8851abd,Contract,Normal,0.0,0
2792,Payment,2026-03-30 04:18:41.466308,2026-03-30 04:18:41.466308,39687,3,Green Traders Pvt Ltd,37,1,e409f4d4-e9c4-4d25-8bc1-12a1882e667a,7143.66,46830.66,b65aa929-cb17-4ce9-a725-a932a2e5c8fd,Contract,Normal,0.0,0
2793,Payment,2026-04-05 22:10:10.530618,2026-04-05 22:10:10.530618,32203,3,Global Solutions LLP,55,6,37740d66-539f-4581-a76f-e19baaa531cb,5796.54,37999.54,30617eeb-5f72-4695-90c2-4dfd7dc719c3,Invoice,Normal,0.0,0
2794,Journal,2026-02-01 04:02:50.809217,2026-02-01 04:02:50.809217,1096,1,Om Sai Logistics Pvt LTD,80,87,a8bdffee-4734-48a9-b372-e606640969b5,197.28,1293.28,27f76fc8-7994-44f9-8494-29a5e5296389,Invoice,Normal,0.0,0
2795,Receipt,2026-03-02 17:30:58.151082,2026-03-02 17:30:58.151082,43629,4,Om Sai Traders LLP,38,48,997b81ba-6521-429e-9452-54917bcca510,7853.22,51482.22,f8d1881a-77bc-4b4a-aa73-e7537f171921,Invoice,Normal,0.0,0
2796,Receipt,2026-03-04 11:49:54.165052,2026-03-04 11:49:54.165052,544,5,Om Sai Logistics LTD,99,97,a433f4cf-8722-4daf-ae31-ab1a97250229,97.92,641.92,5fd0be81-cc06-4f67-94d5-3188f5a3e670,None,"Missing Doc,Name Variation",2.47,1
2797,Journal,2026-03-07 03:16:55.445675,2026-03-07 03:16:55.445675,21726,2,Shree Solutions Ltd,5,93,dde9063a-2c66-44a0-baa1-bdf92b5ea23a,3910.68,25636.68,5a7a0ebc-7a20-4d52-be1b-1ad76e8306de,Contract,Normal,0.0,0
2798,Receipt,2026-01-06 07:31:35.472773,2026-01-06 07:31:35.472773,35530,3,Om Sai Logistics Ltd,65,28,1e242e07,6395.4,41925.4,267cd456-578e-4107-905f-20ec9ebd38df,Invoice,Duplicate Pattern,0.86,0
2799,Receipt,2026-02-20 05:56:57.037614,2026-02-20 05:56:57.037614,27000,2,BlueStar Solutions Pvt Ltd,25,28,19133dca-7a30-4f79-bf3c-e8e93c17a455,4860.0,31860.0,dff7df32-6caa-4eb3-91f3-1a361052020c,None,"Rounded Amount,Missing Doc",1.74,1
2800,Receipt,2026-03-21 17:06:20.430551,2026-03-21 17:06:20.430551,17431,1,Apex Enterprises LLP,36,1,4be3042a-e705-4c2d-a40d-c2b9c517e3d2,3137.58,20568.58,0d6e80cc-ee45-4156-b59a-77f7b563a8f8,Invoice,Normal,0.0,0
2801,Receipt,2026-01-27 01:06:36.320967,2026-01-27 10:06:36.320967,48127,4,Shree Enterprises LLP,79,49,fce309ff-8d51-4e7f-b8c9-78f70ac968c9,8662.86,56789.86,13b43a28-dfc1-4e26-a420-05b47240af1e,Contract,"Odd Timing,Name Variation",2.18,1
2802,Receipt,2026-04-03 19:11:46.733511,2026-04-07 19:11:46.733511,35257,3,Om Sai Logistics Pvt Ltd,25,69,7c10c578-5009-48ca-90fc-c268929dc4fb,6346.26,41603.26,388bc9a3-d076-44ec-aeb0-9bb36ceba66f,None,"Backdated,Missing Doc",2.67,1
2803,Payment,2026-03-13 10:01:36.364892,2026-03-13 10:01:36.364892,39000,3,Apex Logistics LLP,16,88,80152d72-6d8d-4bc2-97cd-f4617c71ab2b,7020.0,46020.0,e304ae16-0c33-4092-a3c3-7ae07c5b531e,None,"Rounded Amount,Missing Doc",2.3,1
2804,Payment,2026-01-09 04:02:19.325941,2026-01-09 04:02:19.325941,4516,4,Apex Tech Ltd,31,80,a640491c-662b-47f8-90e6-852359c4215f,812.88,5328.88,d286968e-f11b-41de-b6ba-67dc76ee6f9f,None,Missing Doc,1.37,0
2805,Payment,2026-03-25 03:27:59.215079,2026-03-25 10:27:59.215079,44928,4,Om Sai Logistics Ltd,11,39,daa5adab-b70a-4f5a-bd02-70d5b20d9a21,8087.04,53015.04,b6f62577-07b6-4884-8c91-d964dd09db13,None,"Odd Timing,Missing Doc",1.62,1
2806,Receipt,2026-03-13 21:45:32.551299,2026-03-13 21:45:32.551299,146095,1,,86,23,2fc214a5-75bf-4afe-9256-dc544d646fea,26297.1,172392.1,9ba46658-77fd-4f24-bf38-26c7b03bc28b,None,"High Value,Missing Doc,Null Vendor",2.48,1
2807,Receipt,2026-02-11 04:49:11.582496,2026-02-11 04:49:11.582496,47555,4,BlueStar Tech Pvt Ltd,68,63,c8bf3eb8-2520-4837-8ac3-43429046b8a2,8559.9,56114.9,e5af7b8a-7754-49ea-beba-18783fc6f554,Contract,Normal,0.0,0
2808,Journal,2026-04-07 20:01:49.784006,2026-04-07 20:01:49.784006,6234,6,BlueStar Logistics Ltd,42,24,998ad495-0e40-4a48-abba-9841bcba0037,1122.12,7356.12,6b0bba1a-03f1-49e1-a07d-8de0159608a6,Contract,Normal,0.0,0
2809,Receipt,2026-02-14 02:03:36.105739,2026-02-14 18:03:36.105739,5571,5,Apex Tech Pvt Ltd,34,21,1d7955d1-6140-4c86-97a1-cebbb277b31c,1002.78,6573.78,eb0db73d-b718-4c54-9833-d8d230feb910,None,"Odd Timing,Missing Doc",2.11,1
2810,Receipt,2026-02-06 08:50:23.923513,2026-02-06 08:50:23.923513,13055,1,Apex Solutions Pvt Ltd,3,90,9486ba6e-5004-4c36-bada-1cdb1221f148,2349.9,15404.9,ae3498e5-f902-4cd1-8470-7eb7591ce528,None,Missing Doc,0.81,0
2811,Journal,2026-01-04 21:29:24.454747,2026-01-04 21:29:24.454747,20342,2,Apex Traders LLP,95,93,6c17cb95-dea2-497e-90a7-d0753ac9ead4,3661.56,24003.56,41943a89-f8a7-484a-8999-575ac356c33d,Contract,Normal,0.0,0
2812,Receipt,2026-02-14 22:46:17.652528,2026-02-14 22:46:17.652528,2015,2,Global Enterprises Ltd,95,17,51222869-424c-43ba-9d96-0050afa883f8,362.7,2377.7,76b2df7e-0b99-4000-ab39-48fcc04d73a7,None,Missing Doc,0.96,0
2813,Payment,2026-02-19 06:15:02.348763,2026-02-19 06:15:02.348763,43152,4,Apex Traders LLP,87,83,1cc23539-3842-4552-8522-88e1dcd50151,7767.36,50919.36,6b1a899b-580a-4e7f-b9c7-f8705aa38282,None,"Missing Doc,Name Variation",2.26,1
2814,Receipt,2026-02-18 05:19:56.238867,2026-02-18 05:19:56.238867,23000,2,Apex Traders Ltd,91,19,82a9edcc-bd38-4e1d-8c27-3bf6ac1af1d6,4140.0,27140.0,99d167d5-bb7b-47f2-a7a8-6c6be6f569c4,Invoice,Rounded Amount,1.31,0
2815,Receipt,2026-01-29 13:02:02.326983,2026-01-29 13:02:02.326983,44538,4,Green Solutions Pvt Ltd,16,55,b87d72a4,8016.84,52554.84,e41023e6-6a79-4656-9acc-0c730f70487d,None,"Missing Doc,Duplicate Pattern",2.63,1
2816,Journal,2026-01-08 16:27:47.395394,2026-01-08 16:27:47.395394,151787,1,Apex Tech Ltd,72,55,35e47a7a-9450-4420-87dc-98e66a5602da,27321.66,179108.66,abf7215f-4627-4cb1-bf59-930b3e4058ce,Invoice,High Value,1.01,0
2817,Payment,2026-02-09 14:08:17.035228,2026-02-09 14:08:17.035228,8825,8,Om Sai Tech Pvt Ltd,83,22,cd1c2d3b-df9c-4fe4-848e-040c63d0f4b1,1588.5,10413.5,9e0642c3-43a3-4ca0-a80a-b13f9e5a4a72,None,Missing Doc,0.91,0
2818,Receipt,2026-03-18 00:27:58.752096,2026-03-18 00:27:58.752096,19000,1,BlueStar Enterprises LLP,68,60,f7ade244-6bbf-436a-917a-bbe329f53a84,3420.0,22420.0,8c4fae63-3534-4c4f-bc43-dd7dd3017549,None,"Rounded Amount,Missing Doc",2.16,1
2819,Payment,2026-04-02 21:42:17.981885,2026-04-02 21:42:17.981885,34172,3,Green Logistics LLP,41,80,82b42fef-2c0f-477e-a3f2-d3c0f48838b5,3500.3475044481415,37672.34750444814,e27da5ac-b7d7-4700-8781-abe86286ed19,Invoice,Tax Mismatch,1.07,0
2820,Payment,2026-03-03 18:13:43.796947,2026-03-05 18:13:43.796947,28000,2,Green Logistics Ltd,56,5,ef963e12-ad77-4cd1-8fd0-90bd00865e1e,5040.0,33040.0,6cc9c6fb-39a7-47e2-a278-54e598ddce0f,Invoice,"Rounded Amount,Backdated",1.77,1
2821,Receipt,2026-01-09 12:14:04.220357,2026-01-09 12:14:04.220357,437227,4,,93,33,f5013270-174b-4fd1-a261-0ed32fb04b78,78700.86,515927.86,80d28f28-53a7-4dec-8f82-cad78b60d997,Invoice,"High Value,Null Vendor",2.01,1
2822,Journal,2026-03-12 13:13:32.542745,2026-03-12 13:13:32.542745,967,9,Shree Traders Ltd,84,81,4efca31f-ae6f-4d88-8754-8a48ad224754,174.06,1141.06,972fc189-2ca8-4bb0-9fe1-d1e670ab6e92,None,Missing Doc,0.9,0
2823,Receipt,2026-02-08 10:49:10.409282,2026-02-08 10:49:10.409282,23179,2,BlueStar Traders Ltd,6,38,954805a9-c2d1-415d-9667-337e457137b8,4172.22,27351.22,ccdbc6a0-8c26-4e20-9603-cf24f738120e,Invoice,Normal,0.0,0
2824,Payment,2026-04-07 19:11:22.716919,2026-04-07 19:11:22.716919,6118,6,Apex Solutions LLP,46,53,14109a32-cab2-451c-b7b5-b881445e5487,1101.24,7219.24,aa31d5fb-6efd-46d7-b2ce-13df992a08b7,Contract,Normal,0.0,0
2825,Receipt,2026-02-05 02:55:00.098118,2026-02-05 12:55:00.098118,1771,1,BlueStar Enterprises LLP,8,31,2538d5ef-3da7-4879-835e-385095cd3d59,228.0751687993447,1999.0751687993447,731f6e85-4889-4773-b441-f1b551b57c3a,Contract,"Odd Timing,Tax Mismatch",1.61,1
2826,Payment,2026-01-14 02:12:57.619266,2026-01-14 13:12:57.619266,16000,1,Green Tech LLP,96,18,2592ba2a-0911-491d-afa9-06203d77f2c4,2880.0,18880.0,aac84a5e-4348-4d6d-aed3-0474e911300f,Invoice,"Rounded Amount,Odd Timing",2.96,1
2827,Payment,2026-02-27 02:55:41.610670,2026-02-27 02:55:41.610670,15008,1,BlueStar Logistics Ltd,67,30,e86bc73b-7759-49cf-ba36-fab8024ddf41,2701.44,17709.44,14c562df-ebd9-470d-ba88-d304b5cd3358,Invoice,Normal,0.0,0
2828,Payment,2026-03-06 23:00:46.653718,2026-03-06 23:00:46.653718,7689,7,Green Logistics LLP,65,80,487921ef-188a-4b92-b5f3-d7aaec258c68,1384.02,9073.02,8f8486ad-dbe9-4b71-9556-953143e132a1,Invoice,Normal,0.0,0
2829,Receipt,2026-02-16 08:19:49.124583,2026-02-16 08:19:49.124583,26032,2,BlueStar Traders Ltd,85,76,83b5277e-2986-4a8d-a132-78f2c950d872,4685.76,30717.760000000002,a95c8c11-0b67-4480-bca6-78395886118c,Invoice,Normal,0.0,0
2830,Receipt,2026-02-26 17:00:48.628939,2026-02-26 17:00:48.628939,47000,4,Green Logistics LLP,59,27,87ced73e-2eb6-4b71-a7ab-69319e8907e7,8460.0,55460.0,dfba3193-a55c-4201-a409-7aed25a14583,None,"Rounded Amount,Missing Doc",2.12,1
2831,Payment,2026-03-02 18:43:19.545264,2026-03-02 18:43:19.545264,18086,1,Green Logistics Pvt LTD,78,94,90a3d56d-0e29-4299-b744-53299f5a200b,3255.48,21341.48,6b6424f8-539c-44ab-a163-4b6c615f1b67,None,"Missing Doc,Name Variation",2.81,1
2832,Receipt,2026-01-27 13:32:01.636567,2026-01-27 13:32:01.636567,32268,3,Om Sai Logistics Pvt LTD,42,59,62e2c3fd-e800-4e1f-a259-73c9eb9fca24,5808.24,38076.24,712e2abc-aaa0-4c87-a476-bbe622db22cf,Invoice,Normal,0.0,0
2833,Journal,2026-01-14 00:06:15.278351,2026-01-14 00:06:15.278351,44934,4,Apex Logistics LLP,11,34,43bf3df6-8478-48ed-ad31-a5be48ad9660,8088.12,53022.12,5831f98c-afd4-4a5b-b675-8d18c0b1d207,Contract,Normal,0.0,0
2834,Receipt,2026-04-06 11:09:53.994432,2026-04-09 11:09:53.994432,724,7,Green Tech LLP,12,93,af5e28cc-d751-4f6d-8543-eaccb5d9b0d7,130.32,854.3199999999999,9c36f122-feaa-48fa-a4bd-f376ffc80af6,Contract,Backdated,1.01,0
2835,Payment,2026-03-25 08:03:18.918932,2026-03-26 08:03:18.918932,1376,1,Global Tech Pvt Ltd,93,22,7d682196-bd1a-4d0d-91b5-f7b20de315d9,247.68,1623.68,29c017e5-8254-4675-b666-feb698822296,Invoice,Backdated,0.9,0
2836,Payment,2026-02-05 22:18:30.679986,2026-02-05 22:18:30.679986,33000,3,Shree Solutions Pvt Ltd,76,55,53c6fef9-323d-47d9-a1b6-487531d3462b,5940.0,38940.0,c803d469-47f2-4a92-b165-3e93ebdc9294,None,"Rounded Amount,Missing Doc",1.61,1
2837,Payment,2026-02-05 15:30:57.882399,2026-02-05 15:30:57.882399,38919,3,Green Enterprises Ltd,43,29,0830489f-2670-4bed-bad0-85f52c9f8526,7005.42,45924.42,844fb382-1ce1-4c9c-a493-a8b873bb132f,Invoice,Normal,0.0,0
2838,Receipt,2026-01-02 14:58:18.562338,2026-01-02 14:58:18.562338,21601,2,Om Sai Tech Ltd,70,24,5adb9321-a794-4dc8-b8b8-709d7a81355c,3888.18,25489.18,0f8337a7-37c0-4ee4-87b1-9073553f157a,None,Missing Doc,1.12,0
2839,Receipt,2026-03-30 12:51:20.949256,2026-03-30 12:51:20.949256,34104,3,Global Logistics LLP,44,46,6cdc2b53,6138.72,40242.72,51e524c2-6151-405f-8b58-2956e244b3cd,Invoice,Duplicate Pattern,0.81,0
2840,Receipt,2026-02-16 10:16:52.296560,2026-02-16 10:16:52.296560,6324,6,Global Tech LLP,73,84,39d03d42-4194-4359-8a49-d25a922f8005,1138.32,7462.32,2a7c8003-d870-4fbb-aefc-f07566b1fd19,None,"Missing Doc,Name Variation",1.93,1
2841,Receipt,2026-01-17 12:50:48.297434,2026-01-17 12:50:48.297434,14458,1,Shree Solutions Pvt Ltd,67,38,0144cb20-0f1c-4cd8-98aa-a144a6fcea75,2602.44,17060.44,24297cb2-dbd3-49fc-8c92-827b4a4d8551,Contract,Normal,0.0,0
2842,Receipt,2026-02-24 01:29:06.546037,2026-02-24 01:29:06.546037,21000,2,Apex Traders Ltd,98,28,a4fb0e8f-70c8-4649-9415-efd067f62633,3780.0,24780.0,4a6173f6-ec77-4435-9909-c3a71fe9b0af,None,"Rounded Amount,Missing Doc",2.45,1
